Review_Status,Org_Name,Event_Name,Event_Description,Event_Date,Start_Time,End_Time,Services,County,Venue_Name,Venue_Address,Venue_City,Venue_Zip,Registration_Link,Additional_Link,Additional_Info,Accessibility,Languages,General_Public,Registration_Required,Location,Rain_Date,Response_Recorded
Approved,Hackensack Meridian Health,"HMH & NJDOH Stay Well, Learn Well Event and Free Flu Clinic", Join a celebration event while getting your child’s vaccinations! ,10/17/2026,0900,1400,"[""Vaccine clinic"",""Handwashing fun""]",Monmouth,Booker Clinic,1828 W Lake Avenue,Neptune City,07753,https://www.hackensackmeridianhealth.org/en/vaccine?utm_source=HMH&utm_medium=Offline-Print&utm_campaign=Clinics2026,,*** The link is currently designated for flu vaccines.  They have not updated content yet.,"[""Wheelchair accessible"",""Additional Languages""]",,Yes,Yes,Indoors,,8/17/2026 19:58
Approved,Hackensack Meridian Health,"HMH & NJDOH Stay Well, Learn Well Event & FluLapalooza","Child vaccines, adult flu vaccines, handwashing fun, and healthy education right in your community, provided by HMH - with heart.",10/24/2026,0900,1400,"[""Vaccine clinic""]",Monmouth,HMH Health & Wellness Center,135 Route 35,Eatontown,07724,https://www.hackensackmeridianhealth.org/en/vaccine?utm_source=HMH&utm_medium=Offline-Print&utm_campaign=Clinics2026,,,"[""Wheelchair accessible"",""Additional Languages""]",,Yes,Yes,Indoors,,8/17/2026 20:12
Approved,Atlantic Health,Vaccines: The Frontline of Preventive Care,"Join us to learn how immunization protects both individuals and communities from serious infectious diseases by strengthening the body’s natural defenses. We will discuss the basics of how vaccines work, why they are essential for preventing illness throughout every stage of life, and how herd immunity helps safeguard public health—especially for those who are most vulnerable.  We will also share common misconceptions about vaccines and highlight the importance of staying up to date with recommended vaccinations to support lifelong health and disease prevention. There will be opportunity for Q&A with Dr. Pozner.",8/19/2026,12:00pm,1:00pm,"[""Virtual Presentation""]",Morris,Virtual Presentation via Teams,,,,https://events.atlantichealth.org/event/vaccines-the-frontline-of-preventive-care,,This is a virtual presentation open to all. ,,,Yes,Yes,Indoors,N/A,8/17/2026 22:15
Approved,Atlantic Health,Community Baby Shower,"Expecting a baby or thinking about starting a family, come join us. You're invited to the Atlantic Health Newton Medical Center Community Baby Shower!",9/22/2026,10:00am,1:00pm,"[""Community Event""]",Sussex,"Atlantic Health Newton, Romano Conference Center",175 High Street,"Newton, NJ",07860,,,"Celebrate with us as we showcase our renovated maternity unit featuring: • Advanced Perinatal Certification through Joint Commission • Baby-friendly designation • Magnet-designated nurses • Private rooms • Maternal fetal medicine consultative services. Come enjoy: • Interactive sessions with our compassionate providers • Local vendors and community resource partners • Scheduled tours of our warm, family-centered maternity space • Giveaways, refreshments, and more!","[""Wheelchair accessible""]",,Yes,No,Indoors,,8/18/2026 18:46
Approved,VNACJ Community Health Center ,Back to School Physical Backpack Giveaway ,"Wellness visit, sport physical, and vaccination",8/14/2026,9am,4pm,"[""Physicals"",""Vaccine clinic""]",Monmouth,Keyport Primary Care Center,35 Broad Street ,Keyport,07735,n/a,,"By appointment only, first come first serve","[""Wheelchair accessible"",""Additional Languages""]",Spanish ,Yes,Yes,Indoors,n/a,8/19/2026 12:16
Approved,VNACJ Community Health Center ,Back to School Physical Backpack Giveaway,"Wellness visit, sport physical, and vaccination",8/17/2026,9am,4pm,"[""Physicals"",""Vaccine clinic""]",Monmouth,Asbury Park Primary Care Center ,1301 Main Street ,Asbury Park,07712,"n/a, by appointment only",n/a,this event is promoted by appointment only. ,"[""Wheelchair accessible"",""Additional Languages""]",Spanish,No,Yes,Indoors,,8/19/2026 12:27
Approved,VNACJ Community Health Center ,Back to School Physical Backpack Giveaway,"Wellness visit, sport physical, and vaccination",8/20/2026,9am,4pm,"[""Vaccine clinic"",""Physicals""]",Monmouth,Freehold Family Health Center ,597 Park Ave,Freehold,07728,,n/a,this event is promoted by appointment only,"[""Wheelchair accessible"",""Additional Languages""]",Spanish,No,Yes,Indoors,,8/19/2026 12:36
Approved,VNACJ Community Health Center ,Back to School Physical Backpack Giveaway,"Wellness visit, sport physical, and vaccination",8/21/2026,9am,4pm,"[""Vaccine clinic"",""Physicals""]",Monmouth,Red Bank Primary Care Center,64-66 Bridge Ave,Red Bank,07701,n/a,n/a,Event is promoted by appointment only,"[""Wheelchair accessible"",""Additional Languages""]",Spanish and Hindi,No,Yes,Indoors,n/a,8/19/2026 12:47
Approved,VNACJ Community Health Center ,Back to School Dental Days,Dental cleaning and evaluation,8/24/2026,9am,4pm,"[""Dental Cleaning""]",Monmouth,Freehold Family Health Center ,597 Park Ave ,Freehold ,07728,n/a,n/a,By appointments only ,"[""Wheelchair accessible"",""Additional Languages""]",Spanish and Hindi,No,Yes,Indoors,,8/19/2026 13:00
Approved,VNACJ Community Health Center ,Back to School Dental Days,Dental cleaning and evaluation,8/25/2026,9am ,4pm,"[""Dental cleaning and eval""]",Monmouth,Asbury Park Primary Care Center,1301 Main Street ,Asbury Park,07712,n/a,n/a,By appointment only,"[""Wheelchair accessible"",""Additional Languages""]",Spanish ,No,Yes,Indoors,n/a,8/19/2026 13:04
Approved,VNACJ Community Health Center ,Back to School Dental Days,Dental cleaning and evaluation,8/27/2026,9am,4pm,"[""Dental Cleaning""]",Monmouth,Red Bank Primary Care Center,64-66 Bridge Ave ,Red Bank,07701,n/a,n/a,By appointment only ,"[""Wheelchair accessible"",""Additional Languages""]
",Spanish,No,Yes,Indoors,,8/19/2026 13:33
Approved,VNACJ Community Health Center ,Back to School Dental Days,Dental cleaning and evaluation,8/31/2026,9am,4pm,"[""Dental Cleaning and Eval""]",Monmouth,Keyport Primary Care Center ,35 Broad Street ,Keyport,07735,n/a,n/a,By Appointment only ,"[""Wheelchair accessible"",""Additional Languages""]",Spanish,No,Yes,Indoors,,8/19/2026 13:37
Approved,Atlantic Health,Lincoln Park Day,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",9/26/2026,10:00am,4:00pm,"[""Health Education ""]",Morris,Main Street in Lincoln Park,"193 Main Street, Lincoln Park, NJ 07035",Lincoln Park,07035,,https://www.lincolnpark.org/387/Lincoln-Park-Day,"Lincoln Park Day is back! Join our hometown’s annual celebration of community unity will return on Saturday, September 26! This year’s event will help mark our success in coming together as neighbors, united in helping and sustaining each other. As always, Lincoln Park Day will bring a fun-filled array of useful information, food and shopping, and amusements for young and old alike. Lincoln Park Day will attract hundreds of people to our downtown area and provide a great boost for our local businesses and organizations.",,,Yes,No,Outdoors,,8/19/2026 13:48
Approved,Atlantic Health,Lincoln Park's 2nd Annual Health & Wellness Fair,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care",10/3/2026,9:00am,1:00pm,"[""Health Education""]",Morris,Lincoln Park PAL Building,10 Boonton Turnpike,Lincoln Park,07035,,,"The 2nd Annual Health & Wellness Fair, hosted by the Borough of Lincoln Park Health Department, is a free community-focused event designed to provide local residents with direct access to vital health resources, preventative care education, and overall wellness support.",,,Yes,No,Indoors,,8/19/2026 14:25
Approved,CAMcare Health Corporation,"Get School-Ready at CAMcare! Back-to-School Physicals, Immunizations & Backpack Giveaway - Clementon","School Physicals, Immunizations & Backpack Giveaway",10/3/2026,11:00 AM,2:00 PM,"[""Vaccine clinic"",""Physicals""]",Camden,CAMcare Health Corporation - Clementon ,121 White Horse Pike,Clementon,08021,https://docs.google.com/forms/d/e/1FAIpQLSdFoVTM-LodedJKcJvu1bM0FfBTarWFME90onqxqt3BeNDnpw/viewform?usp=header,,"Registration is Required, to schedule an appointment please call 000-000-0000","[""Wheelchair accessible"",""Additional Languages""]",Spanish,Yes,Yes,Outdoors,,8/20/2026 12:01
Approved,CAMcare Health Corporation,"Get School-Ready at CAMcare! Back-to-School Physicals, Immunizations & Backpack Giveaway","School Physicals, Immunizations & Backpack Giveaway",9/19/2026,11:00 AM,2:00 PM,Vaccine clinic;Physicals;,Camden,CAMcare - Gateway Location,817 Federal Street,Camden,08103,https://nam04.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSeTN283zeC7oBWoyAIORzksXMnVyaFpA91NsTHGkhHSGpqZWw%2Fviewform%3Fusp%3Dheader&data=05%7C02%7Cjengelhardt%40camcare.net%7C7d4c2dd48e66479bf79508defe199cc5%7Cf4d84e688be34ab2a698f1a1893a8047%7C0%7C0%7C639227583161036627%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C4000%7C%7C%7C&sdata=D7r9ydh4ISf%2Bc0MQJymPdqFflGTa3uJ3ycJznSDF6Sw%3D&reserved=0,,"To schedule an appointment, please call 000-000-0000",Wheelchair accessible;,Spanish,Yes,Yes,Outdoors,Will be held indoor ,
Approved,Atlantic Health,[Webinar] Vaccines: The Frontline of Prevention,"Staying up to date on recommended vaccinations is important for lifelong health. Join us to learn how vaccines protect individuals and communities from serious infectious diseases. We’ll cover how vaccines work, why they matter at every stage of life, how community immunity protects all of us and common vaccine misconceptions. Presented by Samantha Pozner, MD, Chair, Family Medicine, Atlantic Health Overlook Medical Center",9/24/2026,6:00pm,7:00pm,"[""Virtual Presentation""]",Morris,Virtual Presentation,N/A,N/A,00000,https://events.atlantichealth.org/event/vaccines-the-frontline-of-preventive-care-8561,,This virtual presentation is open to all. ,,,Yes,Yes,Indoors,,8/21/2026 18:49
Approved,Star Community Health Coventry ,Back to School Immunization Clinic ,Vaccine administrations for established patients seen within the last 12 months for an annual exam who may need shots prior to starting school. ,8/26/2026,4pm,6pm,"[""Vaccine clinic""]",Warren,Star Community Health Coventry ,755 Memorial Parkway Suite 300,Phillipsburg,08865,,,"To register, new or existing patients can call 000-000-0000 to schedule a visit.","[""Additional Languages"",""Wheelchair accessible""]","Spanish, Arabic, Portuguese, Vietnamese",No,Yes,Indoors,,8/21/2026 19:13
Approved,Star Community Health Coventry ,Back to School Vaccination Clinic,Vaccination clinic for established patients of Star Community Health seen within the last 12 months for an annual exam that may need shots to remain in school.,9/16/2026,4pm,6pm,"[""Vaccine clinic""]",Warren,Star Community Health Coventry ,755 Memorial Parkway Suite 300,Phillipsburg,08865,,,"To register, new or existing patients can call 000-000-0000 to schedule a visit.","[""Wheelchair accessible"",""Additional Languages""]","Spanish, Arabic, Vietnamese, Portuguese",No,Yes,Indoors,,8/21/2026 19:16
Approved,Star Community Health Coventry ,Flu Shot Clinic,Any existing patients seen in the last 12 months for their annual exam can come to receive their flu shot. Families can all receive their vaccinations at the same time.  ,10/14/2026,3pm,6pm,"[""Vaccine clinic""]",Warren,Star Community Health Coventry,755 Memorial Parkway Suite 300,Phillipsburg,08865,,,"To register, new or existing patients can call 000-000-0000 to schedule a visit.","[""Wheelchair accessible"",""Additional Languages""]","Spanish, Arabic, Vietnamese, Portuguese ",No,Yes,Indoors,,8/21/2026 19:19
Approved,Atlantic Health,Families First: The 3rd Annual Back to School Health Fair,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",10/3/2026,11:00am,3:00pm,"[""Health Fair""]",Union County,Warinanco Sports Center,1 Park Drive,Roselle,07203,,,,,,Yes,No,Indoors,,8/24/2026 16:46
Approved,Atlantic Health,Back 2 School 8th Annual Community Day,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care.",8/29/2026,1:00pm,4:00pm,"[""Community Event""]",Union,Cedar Brook Park,"Arlington Avenue, Side Street",Plainfield,07060,,,"Join 908 Visionaries for our 8th Annual Back-to-School Community Day as we support our youth kick off another amazing school year. See you there! ☺️  🗓️ Saturday, August 29th  📍Cedar Brook Park (Arlington Ave. Side Street) ⏰ 1:00 PM — 4:00 PM  📌 Important Reminders: • Children must be present to receive supplies. • Backpacks are first come, first served.  • We are still accepting donations and seeking volunteers. Volunteer registration is linked in our bio. If you have any questions, please reach out to us at name@example.org.   #BackToSchoolCommunityDay #PlainfieldProud #CommunityStrong",,,Yes,No,Outdoors,,8/25/2026 16:29
Approved,Hudson Regional Health Commission,Hudson Regional Health Commission Mobile Vaccination Clinic,Free influenza vaccinations,9/2/2026,1:00PM,4:45PM,"[""Vaccine clinic""]",Hudson,Jersey City Free Public Library - Priscilla Gardner Library,472 Jersey Ave,Jersey City,07302,"Walk-ins welcomed for influenza vaccinations, but can also preregister at: https://hudsoncountyvax.org/",https://hudsoncountyvax.org/,,"[""Additional Languages"",""No pre-registration required, walk-ins welcomed""]",Spanish,Yes,No,Indoors,,9/1/2026 17:16
Approved,Atlantic Health,Community Health Day 2026,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care. In addition to Atlantic Health's offerings, there will be health screenings, fitness activities, nutrition education and mental wellness resources.",9/12/2026,9am,1pm,"[""Health Fair""]",Morris,Calvary Baptist Church,10 Martin Luther King Avenue,Morristown ,07960,,,,"[""Additional Languages"",""Wheelchair accessible""]",Spanish,Yes,No,Indoors,,9/1/2026 17:25
Approved,Ocean County Health Department,Seasonal Influenza Vaccination Clinic,Vaccination clinic,10/19/2026,10:00 AM,1:00 PM,"[""Vaccine clinic""]",Ocean,Ocean County Health Department,175 Sunset Avenue,Toms River,08755,https://app.leaphealth.ai/practice/ocean-county-health-department-254182,oceancountyhealth.gov,,"[""Wheelchair accessible""]",,Yes,No,Indoors,,9/1/2026 19:38
Approved,Ocean County Health Department,Beachwood Community Center Seasonal Flu Clinic,Seasonal Influenza Vaccination Clinic,11/16/2026,10:00am,12:00pm,"[""Vaccine clinic""]",Ocean,Beachwood Community Center- Mayo Park,501 Beacon Avenue,Beachwood,08722,https://app.leaphealth.ai/practice/ocean-county-health-department-254182,oceancountyhealth.gov,,,,Yes,No,Indoors,,9/1/2026 20:13
Approved,Ocean County Health Department,Berkeley Library Flu Clinic,Seasonal Influenza Clinic,12/5/2026,10:00am,01:00pm,"[""Vaccine clinic""]",Ocean,Ocean County Library: Berkeley Twp. Branch,30 Station Road,Bayville,08721 ,https://app.leaphealth.ai/practice/ocean-county-health-department-254182,oceancountyhealth.gov,,"[""Wheelchair accessible""]",,Yes,No,Indoors,,9/1/2026 20:18
Approved,Ocean County Health Department,Jackson Library Flu Clinic,Seasonal Influenza Clinic,11/30/2026,10:00am,01:00pm,"[""Vaccine clinic""]",Ocean,Ocean County Library: Jackson Twp. Branch,2 Jackson Drive,Jackson,08527,https://app.leaphealth.ai/practice/ocean-county-health-department-254182,oceancountyhealth.gov,,"[""Wheelchair accessible""]",,Yes,No,Indoors,,9/1/2026 20:20
Approved,Ocean County Health Department,Lacey Municipal Alliance Health Fair,Municipal Alliance Health Fair,10/2/2026,10:00am,01:00pm,"[""Vaccine clinic"",""other resources available""]",Ocean,Charles A. Smith Community Center,15 E. Lacey Road,Forked River,08731,https://app.leaphealth.ai/practice/ocean-county-health-department-254182,oceancountyhealth.gov,,"[""Wheelchair accessible""]",,Yes,No,Indoors,,9/1/2026 20:25
Approved,Ocean County Health Department,Lacey Community Center Flu Clinic,Seasonal Influenza Clinic,11/5/2026,1:00pm,04:00pm,"[""Vaccine clinic""]",Ocean,Charles A. Smith Community Center,15 E. Lacey Road,Forked River,08731,https://app.leaphealth.ai/practice/ocean-county-health-department-254182,oceancountyhealth.gov,,,,Yes,No,Indoors,,9/1/2026 20:27
Approved,Ocean County Health Department,Hispanic Heritage Month Health & Wellness Fair,Health & Wellness Event,10/3/2026,10:00am,01:00pm,"[""Vaccine clinic""]",Ocean,Saint Anthony Claret,780 Ocean Avenue,Lakewood,08701,https://app.leaphealth.ai/practice/ocean-county-health-department-254182,oceancountyhealth.gov,,"[""Additional Languages""]",Spanish,Yes,No,Saint Anthony Claret Church (Parish of Our Lady of Guadalupe),,9/2/2026 13:08
Approved,Ocean County Health Department,Upper Shores Library Flu Clinic,Seasonal Influenza Clinic,12/16/2026,10:00am,12:00pm,"[""Vaccine clinic""]",Ocean,Ocean County Library: Upper Shores Branch,112 Jersey City Ave,Lavallette,08735,https://app.leaphealth.ai/practice/ocean-county-health-department-254182,oceancountyhealth.gov,,"[""Wheelchair accessible""]",,Yes,No,Indoors,,9/2/2026 13:13
Approved,Atlantic Health,FACT Family Fun Day,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care. In addition to Atlantic Health's offerings, there will be health screenings, fitness activities, nutrition education and mental wellness resources.",9/19/2026,12pm,4pm,"[""Health Fair""]",Union,Warinanco Park,1 Park Drive,Roselle,07203,,,"JOIN US FOR A DAY OF FUN, GAMES, ACTIVITIES, FOOD & MORE!",,,Yes,No,Indoors,,9/2/2026 17:04
Approved,City of Newark Department of Health and Community Wellness,Back-to-School Clinic - School Bus Express,Immunizations at no cost for school age children up to 18 years old who have no health insurance or have Medicaid Plan A ONLY. ,9/19/2026,9am,12pm,"[""Vaccine clinic""]",Essex,City of Newark Department of Health and Community Wellness,110 William Street,Newark,07102,N/A,NO ,"Space is Limited. All documents are required for child to be seen.  Child's immunization record, Child's Birth Certificate, Utility bill, Parent Photo ID.  ","[""Additional Languages"",""Wheelchair accessible""]","Spanish, Haitian Creole, Portuguese",No,No,Indoors,N/A,9/2/2026 18:06
Approved,Zufall Health Center,Growing Up Healthy,Vaccine Clinic for Preschool Aged Children,10/3/2026,10am,12pm,"[""Vaccine clinic""]",Mercer,Community Park Elementary School,372 Witherspoon Street,Princeton,08542,"No Link, Please Contact Leonor Salgado via the information provided above.",,,,Spanish,Yes,Yes,Indoors,,9/2/2026 19:57
Approved,Atlantic Health,Sussex County Day,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care. In addition to Atlantic Health's offerings, there will be health screenings, fitness activities, nutrition education and mental wellness resources.",9/20/2026,11am,4pm,"[""County Day/Health Fair and more!""]",Sussex,Sussex County Fairgrounds,37 Plains Road,Augusta,07822,,https://www.sussexcountychamber.org/news_detail_T8_R465.php,,,,Yes,No,Outdoors,,9/3/2026 12:34
Approved,Atlantic Health,Kinnelon KFEST ,"Atlantic Health’s Community Health team will be present at the event and provide health education, giveaways, and linkage to preventive care and available healthcare resources. Families preparing for back-to-school can visit with our health educators for information on school health requirements, childhood immunizations and physicals, and options to access care",9/26/2026,1pm,8pm,"[""Town Day""]",Morris,N/A,130 Kinnelon Road,Kinnelon,07405,,https://www.kinnelonboro.org/cn/webpage.cfm?tpid=18787,,,,Yes,No,Outdoors,,9/3/2026 12:39
